n_step,ijk,num_load,A1,A2,A3,A4,Tup,Tmid,Tdown,23x,23y,23z,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
13,1,246,0.2228516,0.09589844,0.2052734,0.2228516,0,0,0,-6.117613e+01,-3.256080e+01,9.243750e+01,2.344895e+02,1.866124e+02,     0,1.307641e+02,     0,1.719733e+02,1.458767e+02,3.572528e+02,3.395684e+02,3.726564e+02,1.783922e+02,1.751720e+02,2.138183e+02,7.943273e+01,7.998884e+01,6.060405e+01,2.592754e+01,3.674709e+01,4.956495e+01,4.044105e+01,4.719926e+01,6.384732e+01,     0,     0,1.387700e+02,     0,1.486038e+02,8.212965e+01,3.071028e+02,4.381485e+02,4.481058e+02,3.075488e+02
15,1,247,0.09785156,0.2208984,0.08027344,0.09785156,0,0,0,-9.480055e+00,-4.207509e+01,2.086846e+01,4.180632e+00,3.559251e+00,     0,3.183066e+00,     0,8.984918e-01,1.024481e+00,2.194898e+00,2.138041e+00,1.906807e+00,5.740964e+00,5.693774e+00,5.277013e+00,3.403587e+00,3.017412e+00,2.998798e+00,8.498869e-01,4.587349e-01,3.884107e-01,9.060243e-01,4.519841e-01,6.432017e-02,     0,2.086898e+00,     0,2.339929e+00,     0,     0,5.596048e+00,6.826239e+00,6.543421e+00,5.160849e+00
22,1,248,0.08222656,0.1427734,0.2208984,0.08222656,0,0,0,-3.528880e+01,-4.639827e+01,-1.089355e+02,1.316293e+00,4.320243e-01,     0,3.697067e-01,     0,2.993808e-01,3.027798e-01,2.085182e-02,5.490603e-01,6.895802e-01,2.298870e-01,3.145010e-01,5.654297e-01,1.809529e-01,1.858364e-01,1.398078e-01,     0,2.248356e-02,1.191101e-01,1.722413e-01,1.689032e-01,2.088999e-01,     0,     0,1.023668e-01,     0,1.052759e-01,5.288624e-02,5.970009e-01,8.188670e-01,9.859576e-01,5.884748e-01
11,1,249,0.2072266,0.2677734,0.09589844,0.2072266,0,0,0,-5.821303e+01,-3.526537e+01,9.222717e+01,1.460443e+02,1.566480e+02,     0,1.324563e+02,     0,4.649959e+01,4.649234e+01,1.462765e+02,1.056869e+02,9.929825e+01,2.951953e+02,2.606942e+02,2.656914e+02,1.140521e+02,1.343456e+02,1.181033e+02,5.897801e+01,3.424193e+01,2.736420e+01,3.969201e+01,2.180588e+01,5.844911e+00,     0,1.203038e+02,     0,1.197533e+02,     0,     0,2.215497e+02,3.267130e+02,3.086059e+02,2.153952e+02
30,2,250,0.2697266,0.08027344,0.1583984,0.2697266,0,0,0,-1.967797e+02,2.592920e+01,1.145856e+02,     0,1.535187e+03,     0,5.574853e+02,     0,8.861459e+02,8.193427e+02,1.677681e+03,1.551842e+03,1.605874e+03,3.074164e+02,1.183062e+03,1.484843e+03,2.293146e+03,5.782716e+02,9.352307e+02,8.143045e+02,1.309856e+03,4.861522e+02,     0,1.238565e+03,1.012580e+03,     0,     0,1.424156e+03,7.250548e+02,9.792742e+02,1.169234e+03,9.198329e+02,1.584869e+03,1.771815e+03,1.100096e+03
19,1,251,0.1447266,0.2052734,0.2833984,0.1447266,0,0,0,-1.808700e+01,-5.166068e+01,-3.143670e+01,1.584102e+00,5.868890e-01,     0,5.231109e-01,     0,4.881514e-01,3.873298e-01,3.388215e-01,8.101512e-01,9.647755e-01,4.195598e-01,4.798655e-01,8.945106e-01,2.586515e-01,3.160338e-01,1.655678e-01,     0,6.247390e-02,1.842183e-01,2.545094e-01,2.631300e-01,3.395818e-01,     0,     0,7.945499e-02,     0,1.568408e-01,5.742117e-02,8.213185e-01,1.267916e+00,1.445506e+00,7.337643e-01
14,1,252,0.1134766,0.1115234,0.06464844,0.1134766,0,0,0,-2.236826e+01,-3.402903e+01,5.133344e+01,8.694500e+01,1.049001e+02,     0,9.084851e+01,     0,4.486421e+01,5.106619e+01,8.734523e+01,8.683279e+01,8.169143e+01,1.395123e+02,1.405104e+02,1.300313e+02,8.040280e+01,7.844474e+01,8.506715e+01,1.832805e+01,1.569346e+01,1.252590e+01,1.586452e+01,1.443471e+01,9.374789e+00,     0,4.575700e+01,     0,4.479663e+01,     0,5.545810e-01,1.634965e+02,1.937322e+02,1.914113e+02,1.619969e+02
16,1,253,0.2384766,0.2365234,0.1896484,0.2384766,0,0,0,-9.403500e+01,-2.107710e+01,1.124194e+02,1.404219e+02,1.569599e+02,     0,1.221132e+02,     0,8.763913e+01,6.572542e+01,1.959711e+02,1.372261e+02,1.580558e+02,2.489160e+02,2.045143e+02,2.608189e+02,9.846457e+01,1.328830e+02,8.239443e+01,5.224997e+01,3.621418e+01,4.205998e+01,4.842381e+01,3.286866e+01,3.673401e+01,     0,7.258836e+01,     0,5.838890e+01,     0,7.766786e+00,2.113725e+02,3.451322e+02,3.451023e+02,2.147063e+02
16,1,254,0.1759766,0.1740234,0.2521484,0.1759766,0,0,0,-7.011827e+01,-3.007070e+01,1.042424e+02,4.571890e+01,3.835668e+01,     0,3.027367e+01,     0,3.459618e+01,2.977059e+01,6.555032e+01,5.787632e+01,6.676176e+01,3.252530e+01,2.968203e+01,4.231738e+01,1.448390e+01,1.611865e+01,1.218650e+01,7.117404e+00,6.924458e+00,1.120904e+01,7.924767e+00,8.428684e+00,1.435551e+01,     0,     0,1.966960e+01,     0,1.890761e+01,9.061367e+00,5.566156e+01,8.141210e+01,8.452908e+01,5.732288e+01
15,1,255,0.05097656,0.2990234,0.1271484,0.05097656,0,0,0,-9.555513e+01,-5.404799e+01,-1.733290e+02,1.458215e+00,3.880946e-01,     0,2.984351e-01,     0,1.712465e-01,1.444287e-01,     0,2.756965e-01,3.416824e-01,4.504291e-01,4.121705e-01,6.439764e-01,4.297865e-01,3.881008e-01,1.819444e-01,     0,4.193686e-02,7.732901e-02,4.440468e-01,1.148792e-01,1.276303e-01,     0,3.407139e-03,     0,1.326017e-01,     0,     0,5.610404e-01,8.732673e-01,8.027654e-01,4.769016e-01
21,1,256,0.05146484,0.1745117,0.2135742,0.05146484,0,0,0,-7.556571e+01,-4.393464e+01,-1.615293e+02,1.355715e+00,3.864256e-01,     0,3.081946e-01,     0,2.707123e-01,2.777475e-01,     0,4.407781e-01,6.098758e-01,2.116872e-01,2.268769e-01,4.684764e-01,1.744862e-01,1.742559e-01,1.198387e-01,     0,3.278567e-02,1.113497e-01,2.196293e-01,1.261319e-01,1.785674e-01,     0,     0,1.280132e-01,     0,1.176802e-01,5.082876e-02,4.802700e-01,7.436087e-01,8.302946e-01,5.106044e-01
13,1,257,0.1764648,0.2995117,0.08857422,0.1764648,0,0,0,-4.630239e+01,-3.905135e+01,8.403441e+01,9.313179e+01,9.546339e+01,     0,8.648964e+01,     0,2.239697e+01,2.222208e+01,7.859111e+01,5.409103e+01,4.845316e+01,1.888901e+02,1.685801e+02,1.636567e+02,7.989811e+01,8.561841e+01,7.962345e+01,3.829894e+01,1.939575e+01,1.410267e+01,2.410927e+01,9.330038e+00,     0,     0,7.895741e+01,     0,8.460224e+01,     0,     0,1.406744e+02,1.976549e+02,1.823848e+02,1.322742e+02
9,1,258,0.2389648,0.1120117,0.1510742,0.2389648,0,0,0,-6.395425e+01,-3.185582e+01,9.251108e+01,2.640325e+02,2.245917e+02,     0,1.556684e+02,     0,1.841655e+02,1.595048e+02,4.004925e+02,3.714797e+02,3.945009e+02,2.856762e+02,2.782691e+02,3.094393e+02,1.197328e+02,1.341861e+02,1.050347e+02,4.578145e+01,5.702160e+01,5.953263e+01,5.831397e+01,6.172709e+01,5.825105e+01,     0,2.324150e+01,1.067113e+02,1.329641e+01,1.257793e+02,8.932293e+01,3.910389e+02,5.622445e+02,5.638163e+02,3.880494e+02
27,1,259,0.1139648,0.2370117,0.2760742,0.1139648,0,0,0,-4.219803e+01,-4.914842e+01,-1.075584e+02,1.353368e+00,3.746222e-01,     0,3.547210e-01,     0,3.062799e-01,2.649208e-01,     0,4.633143e-01,6.217571e-01,2.630856e-01,2.957862e-01,6.324963e-01,1.497356e-01,2.387339e-01,1.071590e-01,     0,3.123290e-02,1.276164e-01,2.073746e-01,1.852641e-01,2.333135e-01,     0,     0,     0,     0,9.186465e-02,3.677088e-02,5.279135e-01,8.622692e-01,9.860057e-01,4.686900e-01
9,1,260,0.1452148,0.08076172,0.05732422,0.1452148,0,0,0,-2.594041e+01,-3.483554e+01,5.284860e+01,1.613596e+02,1.761877e+02,     0,1.466566e+02,     0,9.543924e+01,1.071653e+02,1.865825e+02,1.980597e+02,1.815940e+02,2.364924e+02,2.462359e+02,2.241490e+02,1.288665e+02,1.226383e+02,1.376656e+02,2.760258e+01,3.232336e+01,2.460096e+01,2.718268e+01,3.197847e+01,2.009454e+01,     0,6.868885e+01,1.411110e+01,6.249263e+01,1.949933e+01,2.502720e+01,3.016520e+02,3.635979e+02,3.618252e+02,3.010497e+02
14,1,261,0.2702148,0.2057617,0.1823242,0.2702148,0,0,0,-9.720031e+01,-2.161501e+01,1.105218e+02,2.191471e+02,2.246834e+02,     0,1.650122e+02,     0,1.549419e+02,1.153393e+02,3.464785e+02,2.538192e+02,2.919260e+02,3.513068e+02,2.934408e+02,3.817666e+02,1.303567e+02,1.807204e+02,1.064219e+02,7.306217e+01,5.975712e+01,6.981934e+01,7.429468e+01,5.734533e+01,6.034999e+01,     0,9.181741e+01,3.029381e+01,6.880975e+01,4.620519e+01,4.098961e+01,3.259241e+02,5.450768e+02,5.431162e+02,3.282375e+02
14,1,262,0.2077148,0.1432617,0.2448242,0.2077148,0,0,0,-7.185012e+01,-3.037124e+01,1.024668e+02,1.425376e+02,1.177448e+02,     0,8.768977e+01,     0,1.094925e+02,9.100722e+01,2.181278e+02,1.944694e+02,2.229878e+02,1.037118e+02,9.654468e+01,1.333464e+02,4.502026e+01,4.937952e+01,3.387207e+01,2.013123e+01,2.206560e+01,3.448943e+01,2.562806e+01,2.827160e+01,4.494361e+01,     0,     0,7.528264e+01,     0,7.762004e+01,3.893129e+01,1.774602e+02,2.628399e+02,2.714489e+02,1.802981e+02
25,1,263,0.08271484,0.2682617,0.1198242,0.08271484,0,0,0,-4.619692e+01,-3.551400e+01,-1.259447e+02,1.307287e+00,4.411245e-01,     0,3.905405e-01,     0,1.769388e-01,2.044078e-01,     0,3.248561e-01,4.464087e-01,4.846892e-01,5.067973e-01,7.032832e-01,3.401211e-01,3.607595e-01,2.267306e-01,     0,2.263943e-02,9.549530e-02,2.706642e-01,1.358338e-01,1.387759e-01,     0,9.742234e-02,     0,1.336464e-01,     0,     0,6.199492e-01,8.808912e-01,9.529856e-01,5.856818e-01
16,1,264,0.09833984,0.09638672,0.2916992,0.09833984,0,0,0,-2.562844e+01,-6.251670e+01,-6.673535e+01,1.861259e+00,7.773197e-01,     0,6.319888e-01,     0,6.443800e-01,6.851340e-01,6.788487e-01,1.206131e+00,1.472552e+00,2.684776e-01,3.150018e-01,6.372251e-01,2.051703e-01,1.440015e-01,1.604823e-01,     0,     0,2.070120e-01,1.326225e-01,1.945546e-01,3.684329e-01,     0,     0,6.658760e-01,     0,5.067778e-01,1.722116e-01,9.359474e-01,1.277227e+00,1.573457e+00,1.071038e+00
14,1,265,0.2233398,0.2213867,0.1666992,0.2233398,0,0,0,-8.074649e+01,-2.499670e+01,1.071365e+02,1.374071e+02,1.544212e+02,     0,1.204750e+02,     0,7.775720e+01,6.331190e+01,1.790633e+02,1.335079e+02,1.470235e+02,2.414541e+02,2.060173e+02,2.451314e+02,9.739054e+01,1.248416e+02,8.726749e+01,4.771174e+01,3.410429e+01,3.635145e+01,4.316616e+01,3.082019e+01,3.047443e+01,     0,7.105249e+01,     0,6.115288e+01,     0,5.714658e+00,2.120814e+02,3.279544e+02,3.256205e+02,2.136215e+02
9,1,266,0.2858398,0.1588867,0.1041992,0.2858398,0,0,0,-7.870504e+01,-2.847880e+01,9.924671e+01,3.019055e+02,3.256612e+02,     0,2.327833e+02,     0,1.792409e+02,1.584799e+02,4.566832e+02,3.871282e+02,3.935373e+02,5.537178e+02,5.044542e+02,5.570495e+02,1.896042e+02,2.419449e+02,1.927015e+02,8.998713e+01,9.198405e+01,8.537901e+01,9.274959e+01,8.568696e+01,5.836372e+01,     0,1.917453e+02,3.567025e+01,1.575848e+02,5.618473e+01,6.595532e+01,4.913784e+02,7.785368e+02,7.719680e+02,4.984569e+02
18,1,267,0.1608398,0.2838867,0.2291992,0.1608398,0,0,0,-1.659204e+01,-2.715468e+01,-1.390307e+01,1.716222e+00,7.019243e-01,     0,6.323407e-01,     0,4.494453e-01,3.774345e-01,4.335977e-01,6.318595e-01,9.069466e-01,8.701049e-01,7.257918e-01,1.188499e+00,5.056061e-01,5.851867e-01,2.783611e-01,2.317598e-02,4.544860e-02,2.095308e-01,4.240384e-01,2.570764e-01,3.313523e-01,     0,1.094193e-01,     0,1.034629e-01,4.571120e-02,1.959150e-02,9.913792e-01,1.526356e+00,1.688006e+00,8.705842e-01
11,1,268,0.1295898,0.1276367,0.1354492,0.1295898,0,0,0,-3.467037e+01,-3.350383e+01,7.212666e+01,6.166297e+01,5.367390e+01,     0,4.312612e+01,     0,4.259864e+01,4.082105e+01,7.491190e+01,7.338767e+01,7.537555e+01,6.042761e+01,5.956097e+01,6.209796e+01,3.257374e+01,3.387954e+01,3.165573e+01,9.801869e+00,1.042704e+01,1.096003e+01,1.041923e+01,1.063527e+01,1.105173e+01,     0,1.557346e+00,1.413643e+01,1.256590e+00,1.501515e+01,1.226521e+01,9.426754e+01,1.179807e+02,1.182849e+02,9.426355e+01
30,2,269,0.2545898,0.2526367,0.2604492,0.2545898,0,0,0,-3.099113e+02,8.634463e+01,-1.031157e+02,2.340442e+02,2.470881e+02,     0,1.171205e+02,     0,1.762050e+02,9.898841e+01,2.563956e+02,1.065115e+02,2.021700e+02,2.869128e+02,7.246702e+01,2.553321e+02,1.268622e+02,1.147342e+02,1.216045e+02,5.032671e+01,4.028487e+00,7.368847e+01,5.920121e+01,     0,2.497318e+01,     0,1.165788e+02,3.855569e+01,2.749962e+01,1.876783e+01,3.895990e+01,3.063989e+02,3.988078e+02,3.901352e+02,2.530015e+02
30,2,270,0.1920898,0.06513672,0.1979492,0.1920898,0,0,0,-7.537836e+01,-3.290368e+01,-8.785733e+01,2.111016e+03,6.831444e+02,     0,1.285992e+03,     0,8.427369e+02,2.216467e+03,     0,6.332810e+03,9.506393e+02,7.724200e+02,9.425128e+02,2.125584e+03,7.250723e+03,1.123181e+03,5.022876e+02,1.241953e+03,     0,3.014405e+02,2.259883e+03,9.591840e+02,1.665322e+03,     0,1.086740e+03,4.563654e+02,4.396923e+02,1.156395e+03,6.585749e+03,3.160675e+03,4.314773e+03,2.106607e+03,1.223837e+03
17,1,271,0.06708984,0.1901367,0.07294922,0.06708984,0,0,0,-1.925329e+01,-4.072232e+01,-8.591340e+01,1.613887e+00,8.298232e-01,     0,7.175201e-01,     0,2.383025e-01,3.025196e-01,2.161899e-01,6.102088e-01,6.453575e-01,9.710913e-01,1.164134e+00,1.207211e+00,7.653536e-01,5.881358e-01,5.635518e-01,3.968339e-02,4.420260e-02,1.068508e-01,3.190261e-01,1.999766e-01,1.272239e-01,     0,3.147834e-01,     0,3.658634e-01,     0,     0,1.256294e+00,1.509598e+00,1.612609e+00,1.163570e+00
17,1,272,0.07490234,0.05732422,0.1745117,0.07490234,0,0,0,-1.081299e+01,-2.947926e+01,3.631170e+01,1.349970e+01,8.724216e+00,     0,7.438407e+00,     0,9.279611e+00,1.037987e+01,1.463426e+01,1.669696e+01,1.689266e+01,4.915353e+00,5.141337e+00,6.163795e+00,3.553801e+00,2.335736e+00,3.355333e+00,1.113360e-01,5.636916e-01,1.858860e+00,8.625387e-01,1.278481e+00,2.768985e+00,     0,     0,8.468684e+00,     0,7.340247e+00,3.622412e+00,1.498317e+01,1.739491e+01,1.876441e+01,1.608366e+01
22,1,273,0.1999023,0.1823242,0.2995117,0.1999023,0,0,0,-8.568003e+01,-2.794846e+01,1.111839e+02,6.721799e+01,5.663610e+01,     0,4.456954e+01,     0,5.421202e+01,4.477610e+01,1.056956e+02,8.959294e+01,1.073097e+02,4.253090e+01,3.789690e+01,6.218226e+01,1.778464e+01,2.065565e+01,1.263997e+01,1.086937e+01,1.001180e+01,1.853266e+01,1.187764e+01,1.326963e+01,2.550252e+01,     0,     0,3.631754e+01,     0,3.511627e+01,1.417782e+01,7.595846e+01,1.194060e+02,1.260033e+02,7.891832e+01
13,1,274,0.2624023,0.1198242,0.2370117,0.2624023,0,0,0,-8.349792e+01,-2.846996e+01,1.039396e+02,2.672469e+02,2.190934e+02,     0,1.486856e+02,     0,2.147104e+02,1.618953e+02,4.531340e+02,3.921402e+02,4.566962e+02,2.214020e+02,2.069662e+02,2.827540e+02,8.991762e+01,1.058776e+02,5.689616e+01,4.150555e+01,4.899746e+01,7.058277e+01,5.947345e+01,6.295430e+01,8.754084e+01,     0,     0,1.605789e+02,     0,1.844800e+02,9.725193e+01,3.456133e+02,5.422023e+02,5.512102e+02,3.390972e+02
21,1,275,0.1374023,0.2448242,0.1120117,0.1374023,0,0,0,-3.708365e+01,-3.866530e+01,7.664097e+01,2.724515e+01,2.785578e+01,     0,2.434061e+01,     0,8.148710e+00,8.282952e+00,2.310998e+01,1.774122e+01,1.635359e+01,4.777462e+01,4.384831e+01,4.263000e+01,2.343798e+01,2.387822e+01,2.187065e+01,9.019999e+00,4.963437e+00,3.882566e+00,6.512135e+00,3.318365e+00,8.348476e-01,     0,1.626816e+01,     0,1.754448e+01,     0,     0,4.230693e+01,5.561163e+01,5.245554e+01,4.003188e+01
14,1,276,0.1686523,0.1510742,0.2682617,0.1686523,0,0,0,-6.174034e+01,-3.305884e+01,9.916043e+01,4.742197e+01,3.795957e+01,     0,2.999838e+01,     0,3.493807e+01,3.194195e+01,6.734127e+01,6.275113e+01,7.117918e+01,2.637544e+01,2.466495e+01,3.633876e+01,1.213645e+01,1.176345e+01,1.001540e+01,4.891513e+00,5.523409e+00,1.074615e+01,6.442854e+00,7.863833e+00,1.518332e+01,     0,     0,2.672136e+01,     0,2.412280e+01,1.034749e+01,5.349767e+01,7.643497e+01,8.142043e+01,5.658372e+01
14,1,277,0.2936523,0.2760742,0.1432617,0.2936523,0,0,0,-1.041073e+02,-1.797360e+01,1.116804e+02,2.398822e+02,2.717424e+02,     0,2.113209e+02,     0,1.285339e+02,9.593743e+01,3.426589e+02,2.154955e+02,2.378152e+02,5.229025e+02,4.157190e+02,5.235050e+02,1.709207e+02,2.564642e+02,1.567420e+02,1.149655e+02,7.420235e+01,7.528078e+01,9.364456e+01,5.714667e+01,5.143152e+01,     0,2.179927e+02,     0,1.761658e+02,     0,7.458735e+00,3.423488e+02,6.253518e+02,6.165240e+02,3.564225e+02
8,1,278,0.2311523,0.08857422,0.08076172,0.2311523,0,0,0,-4.935541e+01,-3.640414e+01,7.738692e+01,2.876312e+02,2.803633e+02,     0,2.044399e+02,     0,1.675281e+02,1.737907e+02,4.004403e+02,4.031971e+02,3.858593e+02,4.063190e+02,4.139152e+02,4.025051e+02,1.713676e+02,1.737067e+02,1.805615e+02,5.155525e+01,6.916893e+01,5.518525e+01,5.869018e+01,6.970679e+01,4.457743e+01,     0,1.070478e+02,7.795978e+01,8.954860e+01,9.550805e+01,8.380562e+01,4.820280e+02,6.570022e+02,6.550914e+02,4.824871e+02
19,1,279,0.1061523,0.2135742,0.2057617,0.1061523,0,0,0,-2.870315e+01,-4.114135e+01,-9.257693e+01,1.358771e+00,4.155869e-01,     0,3.780697e-01,     0,3.029516e-01,2.792515e-01,1.815480e-02,4.871483e-01,6.352227e-01,3.404111e-01,3.900312e-01,6.561781e-01,2.293985e-01,2.744994e-01,1.536706e-01,     0,3.161464e-02,1.242038e-01,2.200341e-01,1.794675e-01,2.084689e-01,     0,     0,     0,4.245701e-03,6.042265e-02,4.217810e-02,6.289796e-01,9.070037e-01,1.040479e+00,5.685566e-01
19,1,280,0.09052734,0.1354492,0.09638672,0.09052734,0,0,0,-1.951022e+01,-3.414273e+01,5.064502e+01,1.509012e+01,1.657674e+01,     0,1.431610e+01,     0,7.361525e+00,7.766975e+00,1.376615e+01,1.346369e+01,1.294831e+01,2.126299e+01,2.123308e+01,2.034058e+01,1.297696e+01,1.254932e+01,1.268649e+01,3.007853e+00,2.431546e+00,2.108348e+00,2.872129e+00,2.378739e+00,1.776675e+00,     0,5.569540e+00,     0,5.711324e+00,     0,     0,2.582685e+01,3.061791e+01,3.022921e+01,2.531054e+01
20,1,281,0.2155273,0.2604492,0.2213867,0.2155273,0,0,0,-9.896034e+01,-1.986365e+01,1.160960e+02,7.111647e+01,7.872153e+01,     0,6.351734e+01,     0,4.361613e+01,3.179672e+01,9.659817e+01,6.415122e+01,7.651078e+01,1.186546e+02,9.584372e+01,1.272097e+02,4.996808e+01,6.645861e+01,3.966893e+01,2.728902e+01,1.713729e+01,2.059547e+01,2.452054e+01,1.581115e+01,2.048473e+01,     0,2.980799e+01,     0,2.516307e+01,     0,1.955814e-01,1.022470e+02,1.683170e+02,1.674194e+02,1.025638e+02
15,1,282,0.2780273,0.07294922,0.2838867,0.2780273,0,0,0,-7.970518e+01,-3.125070e+01,9.998297e+01,3.273185e+02,2.575971e+02,     0,1.692740e+02,     0,2.650274e+02,1.914138e+02,5.727733e+02,5.211201e+02,6.082885e+02,2.081645e+02,2.034937e+02,2.946535e+02,8.807317e+01,9.076631e+01,3.667302e+01,2.868026e+01,4.624274e+01,7.888627e+01,6.051894e+01,7.660976e+01,1.225393e+02,     0,     0,2.767514e+02,     0,2.986802e+02,1.366865e+02,3.838886e+02,6.071903e+02,6.379231e+02,3.777568e+02
30,2,283,0.1530273,0.1979492,0.1588867,0.1530273,0,0,0,-2.152476e+02,6.042180e+01,-1.015141e+02,1.521013e+05,6.256620e+04,     0,5.755613e+05,     0,1.056272e+06,3.032533e+05,1.912607e+05,1.166710e+06,6.525103e+05,1.562040e+05,1.470805e+06,6.945624e+05,6.950079e+05,2.098004e+05,1.147913e+05,4.441623e+05,9.314896e+05,9.716111e+05,4.828650e+05,5.313661e+05,9.430357e+05,     0,2.819856e+05,1.491789e+05,7.015241e+05,3.779276e+05,7.932850e+05,6.326943e+05,3.284361e+05,3.668501e+05,1.816743e+05
11,1,284,0.1217773,0.1041992,0.1901367,0.1217773,0,0,0,-3.195649e+01,-3.339503e+01,7.151414e+01,4.045934e+01,3.083521e+01,     0,2.482607e+01,     0,2.870451e+01,2.874318e+01,5.032632e+01,5.181982e+01,5.465242e+01,2.313730e+01,2.309632e+01,2.781149e+01,1.289198e+01,1.106418e+01,1.241493e+01,2.780542e+00,4.030066e+00,6.877160e+00,4.366113e+00,5.533890e+00,9.343737e+00,     0,     0,2.059078e+01,     0,1.880812e+01,9.931904e+00,5.054395e+01,6.336499e+01,6.631845e+01,5.270433e+01
11,1,285,0.2467773,0.2291992,0.06513672,0.2467773,0,0,0,-6.390010e+01,-3.464196e+01,9.119490e+01,2.357943e+02,2.774097e+02,     0,2.232006e+02,     0,8.689538e+01,9.339208e+01,2.652403e+02,2.093489e+02,2.002653e+02,5.098236e+02,4.572168e+02,4.632751e+02,1.740755e+02,2.194664e+02,2.055824e+02,9.199320e+01,6.281472e+01,4.989554e+01,6.580395e+01,4.518074e+01,1.706319e+01,     0,2.286595e+02,     0,2.156121e+02,     0,     0,3.726074e+02,5.686026e+02,5.470357e+02,3.735882e+02
13,1,286,0.1842773,0.1666992,0.1276367,0.1842773,0,0,0,-5.311104e+01,-3.293564e+01,8.853579e+01,1.251392e+02,1.427964e+02,     0,1.126870e+02,     0,6.904154e+01,6.480080e+01,1.492976e+02,1.317466e+02,1.346868e+02,2.062099e+02,1.914524e+02,2.018509e+02,9.307250e+01,1.054416e+02,9.159539e+01,3.313753e+01,2.801370e+01,2.684087e+01,3.116351e+01,2.657892e+01,2.192929e+01,     0,5.780593e+01,     0,5.230670e+01,     0,7.486943e+00,2.109681e+02,2.885002e+02,2.869886e+02,2.114266e+02
30,2,287,0.05927734,0.2916992,0.2526367,0.05927734,0,0,0,-1.757745e+02,-1.886460e+01,-2.077689e+02,2.135645e+01,2.491791e+00,     0,6.072225e-01,     0,1.053748e+01,1.814439e+00,     0,1.924997e+00,5.974226e+00,5.615871e+01,3.305561e+00,3.974035e+00,1.437287e+01,     0,2.096760e+00,     0,5.607187e+00,1.584649e+00,4.382306e+00,1.642672e+00,4.069041e+00,     0,     0,9.500891e+00,3.662623e+00,1.418434e-01,4.474416e+00,1.423166e+01,1.166144e+01,7.546468e+00,4.580164e-01
25,1,288,0.06318359,0.1081055,0.1081055,0.06318359,0,0,0,-1.434908e+01,-5.010517e+01,-6.023636e+01,1.791143e+00,8.894523e-01,     0,7.269442e-01,     0,5.125020e-01,5.731415e-01,5.613488e-01,1.183658e+00,1.202137e+00,7.173248e-01,9.984803e-01,1.074564e+00,6.591528e-01,4.515069e-01,4.735958e-01,3.472179e-02,1.146042e-01,1.709942e-01,2.664788e-01,2.614543e-01,2.555437e-01,     0,     0,1.700366e-01,2.729777e-02,1.472607e-01,1.232176e-01,1.451358e+00,1.707133e+00,1.896245e+00,1.406372e+00
14,1,289,0.1881836,0.2331055,0.2331055,0.1881836,0,0,0,-8.714129e+01,-2.380422e+01,1.120432e+02,2.947638e+01,2.853926e+01,     0,2.310873e+01,     0,2.105808e+01,1.605047e+01,4.040406e+01,3.020670e+01,3.619751e+01,3.607636e+01,3.006505e+01,4.072087e+01,1.612992e+01,2.103086e+01,1.302410e+01,8.465121e+00,6.001035e+00,8.144839e+00,8.274597e+00,6.136812e+00,8.656138e+00,     0,3.680785e+00,3.292241e+00,3.234554e+00,3.798132e+00,2.598092e+00,4.053974e+01,6.287374e+01,6.290368e+01,4.041376e+01
16,1,290,0.2506836,0.1706055,0.2956055,0.2506836,0,0,0,-9.995262e+01,-2.538762e+01,1.120650e+02,1.782981e+02,1.512299e+02,     0,1.112378e+02,     0,1.554105e+02,1.143829e+02,3.128701e+02,2.496231e+02,3.083327e+02,1.345312e+02,1.179351e+02,1.934363e+02,5.330312e+01,6.985929e+01,2.962471e+01,3.481794e+01,3.149979e+01,5.438475e+01,4.066304e+01,4.192263e+01,7.155030e+01,     0,     0,1.030318e+02,     0,1.161569e+02,5.179617e+01,2.130463e+02,3.577113e+02,3.680756e+02,2.120447e+02
20,1,291,0.1256836,0.2956055,0.1706055,0.1256836,0,0,0,-2.765214e+01,-2.972632e+01,-8.525951e+01,1.454104e+00,5.209942e-01,     0,4.737860e-01,     0,2.388090e-01,2.591851e-01,9.764491e-02,3.819950e-01,5.833808e-01,6.223126e-01,5.737740e-01,8.634743e-01,3.715502e-01,4.310972e-01,2.415537e-01,     0,1.251684e-02,1.304231e-01,3.103650e-01,1.736990e-01,2.030733e-01,     0,1.366604e-01,     0,1.282522e-01,     0,     0,7.078005e-01,1.041769e+00,1.186282e+00,6.683761e-01
11,1,292,0.1569336,0.1393555,0.2018555,0.1569336,0,0,0,-5.052191e+01,-3.288279e+01,8.957043e+01,6.629963e+01,5.462690e+01,     0,4.265737e+01,     0,4.805419e+01,4.381882e+01,8.897985e+01,8.435844e+01,9.216338e+01,4.950038e+01,4.741155e+01,5.843206e+01,2.404608e+01,2.463142e+01,2.200630e+01,8.578918e+00,9.614709e+00,1.360350e+01,1.028917e+01,1.133315e+01,1.671818e+01,     0,     0,2.712673e+01,     0,2.656994e+01,1.508829e+01,8.726671e+01,1.175100e+02,1.206423e+02,8.910501e+01
