n_step,ijk,num_load,A1,A2,A3,A4,Tup,Tmid,Tdown,23x,23y,23z,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
11,1,125,0.2394531,0.2785156,0.1183594,0.2394531,0,0,0,-7.664364e+01,-2.788201e+01,1.039159e+02,1.773132e+02,1.910903e+02,     0,1.571715e+02,     0,6.722668e+01,5.962273e+01,2.031031e+02,1.374516e+02,1.367904e+02,3.643287e+02,3.092599e+02,3.416729e+02,1.302007e+02,1.693574e+02,1.289027e+02,7.774709e+01,4.651185e+01,4.034287e+01,5.553687e+01,3.276841e+01,1.812991e+01,     0,1.457555e+02,     0,1.367389e+02,     0,     0,2.580006e+02,4.149218e+02,3.962614e+02,2.563487e+02
13,1,126,0.1769531,0.09101563,0.05585938,0.1769531,0,0,0,-3.366098e+01,-3.766301e+01,6.129427e+01,2.019478e+02,2.244634e+02,     0,1.815091e+02,     0,1.117941e+02,1.266888e+02,2.426590e+02,2.539912e+02,2.320081e+02,3.216967e+02,3.314624e+02,3.028666e+02,1.566597e+02,1.524244e+02,1.716583e+02,3.806548e+01,4.489826e+01,3.357422e+01,3.734423e+01,4.381675e+01,2.472553e+01,     0,1.042586e+02,1.576412e+01,9.425090e+01,2.393970e+01,3.303943e+01,3.747496e+02,4.709541e+02,4.678481e+02,3.743486e+02
19,1,127,0.05195313,0.2160156,0.1808594,0.05195313,0,0,0,-8.157212e+01,-5.094048e+01,-1.636292e+02,1.464185e+00,4.387895e-01,     0,3.444564e-01,     0,2.728857e-01,2.386276e-01,     0,4.336798e-01,5.537324e-01,3.293949e-01,3.581111e-01,6.230545e-01,2.582277e-01,2.974851e-01,1.755495e-01,     0,5.473956e-02,1.105540e-01,3.181429e-01,1.509291e-01,1.819923e-01,     0,     0,     0,3.292510e-02,4.625112e-02,2.026240e-02,5.874253e-01,9.015922e-01,9.369881e-01,5.574039e-01
25,1,128,0.05292969,0.1330078,0.2462891,0.05292969,0,0,0,-6.729714e+01,-3.995211e+01,-1.539312e+02,1.254857e+00,3.580648e-01,     0,2.899045e-01,     0,2.683627e-01,3.085526e-01,     0,4.429404e-01,6.415086e-01,1.417961e-01,1.420694e-01,3.564610e-01,1.235938e-01,1.048121e-01,8.162338e-02,     0,4.983608e-03,1.090268e-01,1.502998e-01,1.024979e-01,1.746342e-01,     0,     0,2.176952e-01,     0,1.788212e-01,6.609393e-02,4.113627e-01,6.258884e-01,7.454550e-01,4.757762e-01
14,1,129,0.1779297,0.2580078,0.1212891,0.1779297,0,0,0,-5.431061e+01,-3.489265e+01,9.220461e+01,8.231673e+01,8.617051e+01,     0,7.327765e+01,     0,2.756761e+01,2.644534e+01,8.070922e+01,5.887005e+01,5.630364e+01,1.527764e+02,1.357311e+02,1.393435e+02,6.566077e+01,7.349426e+01,6.257491e+01,3.070721e+01,1.765930e+01,1.453517e+01,2.180602e+01,1.225970e+01,5.168738e+00,     0,5.373114e+01,     0,5.490831e+01,     0,     0,1.253014e+02,1.778044e+02,1.686417e+02,1.206258e+02
8,1,130,0.2404297,0.07050781,0.05878906,0.2404297,0,0,0,-4.728887e+01,-3.781833e+01,7.274687e+01,3.232390e+02,3.164161e+02,     0,2.304328e+02,     0,1.780673e+02,1.986172e+02,4.540758e+02,4.737627e+02,4.388501e+02,4.718341e+02,4.939370e+02,4.616436e+02,1.962786e+02,1.882713e+02,2.162012e+02,5.449680e+01,8.048986e+01,5.849004e+01,6.287400e+01,8.099246e+01,4.500426e+01,     0,1.411816e+02,9.764712e+01,1.197312e+02,1.191836e+02,1.028860e+02,5.522508e+02,7.499755e+02,7.473262e+02,5.531571e+02
19,1,131,0.1154297,0.1955078,0.1837891,0.1154297,0,0,0,-1.587662e+01,-4.887624e+01,-4.978536e+01,1.564437e+00,6.226896e-01,     0,5.327744e-01,     0,3.969048e-01,3.590162e-01,2.706424e-01,7.316950e-01,8.560042e-01,5.826634e-01,6.631487e-01,9.287871e-01,4.154434e-01,4.004494e-01,2.601876e-01,     0,6.649739e-02,1.614032e-01,2.868731e-01,2.388695e-01,2.649256e-01,     0,     0,     0,3.578995e-02,5.502225e-02,4.641843e-02,9.427106e-01,1.297957e+00,1.442900e+00,8.504986e-01
13,1,132,0.1466797,0.1017578,0.1525391,0.1466797,0,0,0,-3.617811e+01,-3.325222e+01,7.317113e+01,1.107209e+02,8.925629e+01,     0,6.922773e+01,     0,7.879048e+01,7.580189e+01,1.430306e+02,1.440980e+02,1.493799e+02,8.749250e+01,8.774515e+01,9.549277e+01,4.608957e+01,4.438397e+01,4.399640e+01,1.250390e+01,1.600663e+01,1.904816e+01,1.573944e+01,1.813866e+01,2.233079e+01,     0,     0,4.533077e+01,     0,4.650932e+01,3.010679e+01,1.573788e+02,1.992814e+02,2.021306e+02,1.588953e+02
16,0,133,0.2716797,0.2267578,0.2775391,0.2716797,0,0,0,-3.528155e+02,9.481030e+01,1.142823e+01,1.771289e+02,1.519859e+02,     0,1.150415e+02,     0,1.618812e+02,1.109246e+02,3.251022e+02,2.228823e+02,2.896563e+02,1.861674e+02,1.482266e+02,2.455311e+02,7.040129e+01,1.098906e+02,4.197557e+01,5.467116e+01,3.866539e+01,6.281779e+01,5.674071e+01,4.529360e+01,6.841778e+01,     0,7.568331e+00,6.873181e+01,1.678468e+00,9.479714e+01,4.879310e+01,2.244676e+02,4.100064e+02,4.084287e+02,2.186026e+02
14,1,134,0.2091797,0.1642578,0.2150391,0.2091797,0,0,0,-7.457890e+01,-2.888545e+01,1.035171e+02,1.380536e+02,1.170298e+02,     0,8.747795e+01,     0,1.058788e+02,8.604775e+01,2.078772e+02,1.776298e+02,2.035549e+02,1.261599e+02,1.142732e+02,1.487098e+02,5.415266e+01,6.526298e+01,4.357484e+01,2.647033e+01,2.548520e+01,3.473525e+01,2.998773e+01,2.861792e+01,3.877311e+01,     0,     0,5.205765e+01,     0,5.859197e+01,3.514746e+01,1.862013e+02,2.761268e+02,2.782582e+02,1.855793e+02
17,1,135,0.08417969,0.2892578,0.09003906,0.08417969,0,0,0,-4.215023e+01,-3.364252e+01,-1.219812e+02,1.305639e+00,4.782304e-01,     0,4.391278e-01,     0,1.281052e-01,1.749760e-01,     0,3.143238e-01,3.853774e-01,6.078514e-01,6.815114e-01,8.145531e-01,4.220347e-01,4.002265e-01,2.973049e-01,     0,1.779107e-02,8.167314e-02,2.735821e-01,1.368212e-01,9.361518e-02,     0,2.206875e-01,     0,2.466086e-01,     0,     0,6.898626e-01,9.447458e-01,1.017348e+00,6.589580e-01
11,1,136,0.09980469,0.05488281,0.1994141,0.09980469,0,0,0,-1.808163e+01,-2.966729e+01,5.178535e+01,5.567985e+01,3.650404e+01,     0,3.047021e+01,     0,3.943035e+01,4.368193e+01,6.730823e+01,7.381238e+01,7.526536e+01,2.030949e+01,2.039084e+01,2.475795e+01,1.324330e+01,8.676151e+00,1.204488e+01,1.062329e-01,2.050925e+00,8.007559e+00,3.538993e+00,5.442782e+00,1.233613e+01,     0,     0,4.047575e+01,     0,3.569411e+01,1.710626e+01,6.174527e+01,7.338646e+01,7.927266e+01,6.684920e+01
12,1,137,0.2248047,0.1798828,0.07441406,0.2248047,0,0,0,-5.635532e+01,-3.616834e+01,8.599094e+01,2.142025e+02,2.556186e+02,     0,2.025224e+02,     0,9.308941e+01,1.000314e+02,2.487940e+02,2.168893e+02,2.091386e+02,4.246520e+02,3.955570e+02,3.937409e+02,1.623231e+02,1.894233e+02,1.838023e+02,6.787412e+01,5.387636e+01,4.426307e+01,5.517173e+01,4.519941e+01,2.354715e+01,     0,1.706287e+02,     0,1.580046e+02,     0,7.413570e+00,3.611252e+02,5.160435e+02,5.061894e+02,3.626785e+02
19,1,138,0.2873047,0.1173828,0.1369141,0.2873047,0,0,0,-7.811251e+01,-2.889595e+01,9.858906e+01,3.344137e+02,3.089573e+02,     0,2.054189e+02,     0,2.257970e+02,1.895501e+02,5.479588e+02,4.839185e+02,5.128467e+02,4.553749e+02,4.325286e+02,4.927570e+02,1.676753e+02,2.003087e+02,1.486279e+02,7.318818e+01,8.971696e+01,8.883271e+01,9.132382e+01,9.403597e+01,7.783215e+01,     0,9.742983e+01,1.244948e+02,7.170939e+01,1.573461e+02,1.169703e+02,5.104554e+02,7.942375e+02,7.941136e+02,5.074935e+02
20,1,139,0.1623047,0.2423828,0.2619141,0.1623047,0,0,0,-1.995304e+01,-4.160144e+01,4.329656e+00,1.655453e+00,6.619315e-01,     0,5.916956e-01,     0,5.683348e-01,4.122808e-01,5.133752e-01,8.632685e-01,1.027538e+00,6.501586e-01,6.478396e-01,1.090821e+00,4.022357e-01,4.813116e-01,2.214488e-01,     0,9.260564e-02,2.138243e-01,3.500545e-01,2.849733e-01,3.568733e-01,     0,     0,     0,8.010075e-03,1.486066e-01,6.189508e-02,9.860670e-01,1.559651e+00,1.680958e+00,8.462569e-01
12,1,140,0.1310547,0.1486328,0.1056641,0.1310547,0,0,0,-3.327782e+01,-3.496701e+01,6.960005e+01,6.499350e+01,7.579621e+01,     0,6.313774e+01,     0,3.276874e+01,3.406582e+01,6.743434e+01,6.256528e+01,6.178851e+01,1.020014e+02,9.853703e+01,9.721741e+01,5.393665e+01,5.559516e+01,5.466317e+01,1.532393e+01,1.228004e+01,1.074269e+01,1.361218e+01,1.142327e+01,8.816797e+00,     0,2.878203e+01,     0,2.847142e+01,     0,     0,1.133662e+02,1.417139e+02,1.397791e+02,1.120074e+02
17,1,141,0.2560547,0.2736328,0.2306641,0.2560547,0,0,0,-1.171214e+02,-1.659945e+01,1.175251e+02,1.287028e+02,1.424084e+02,     0,1.135044e+02,     0,8.994422e+01,5.991066e+01,1.991489e+02,1.225909e+02,1.510820e+02,2.314404e+02,1.786174e+02,2.555437e+02,9.010358e+01,1.300656e+02,6.652752e+01,5.566357e+01,3.531143e+01,4.452918e+01,5.082383e+01,3.150251e+01,4.244461e+01,     0,6.833437e+01,1.454272e+00,5.085639e+01,5.112592e+00,6.682009e+00,1.824354e+02,3.304569e+02,3.305283e+02,1.856556e+02
13,1,142,0.1935547,0.08613281,0.2931641,0.1935547,0,0,0,-5.209266e+01,-3.685564e+01,8.752914e+01,1.660503e+02,1.207061e+02,     0,9.123409e+01,     0,1.190421e+02,1.102982e+02,2.445559e+02,2.420673e+02,2.679902e+02,6.903461e+01,6.637706e+01,9.665846e+01,3.376556e+01,2.617870e+01,2.011977e+01,5.237147e+00,1.093927e+01,3.186709e+01,1.741974e+01,2.548547e+01,5.305855e+01,     0,     0,1.377675e+02,     0,1.273194e+02,5.319638e+01,1.718082e+02,2.421098e+02,2.635914e+02,1.843642e+02
22,1,143,0.06855469,0.2111328,0.1681641,0.06855469,0,0,0,-5.488521e+01,-4.602654e+01,-1.367608e+02,1.345874e+00,4.149083e-01,     0,3.511001e-01,     0,2.621180e-01,2.514813e-01,     0,4.261784e-01,5.623968e-01,3.223220e-01,3.701237e-01,6.100399e-01,2.388532e-01,2.806777e-01,1.688048e-01,     0,3.970923e-02,1.119651e-01,2.462625e-01,1.514952e-01,1.775561e-01,     0,     0,     0,2.608746e-02,4.038261e-02,2.878342e-02,5.921513e-01,8.573757e-01,9.436786e-01,5.567099e-01
11,1,144,0.07636719,0.09394531,0.06660156,0.07636719,0,0,0,-1.417763e+01,-2.883891e+01,3.999449e+01,3.976904e+01,4.703448e+01,     0,4.181093e+01,     0,2.270919e+01,2.519135e+01,3.851793e+01,3.937786e+01,3.722202e+01,5.744971e+01,5.897567e+01,5.483937e+01,3.793854e+01,3.595976e+01,3.876595e+01,7.326425e+00,6.512482e+00,5.495588e+00,6.830999e+00,6.333958e+00,4.806955e+00,     0,1.626199e+01,     0,1.623566e+01,     0,1.259933e-01,7.542507e+01,8.576293e+01,8.504320e+01,7.466427e+01
16,1,145,0.2013672,0.2189453,0.1916016,0.2013672,0,0,0,-7.962291e+01,-2.469833e+01,1.082853e+02,8.527048e+01,9.448414e+01,     0,7.456489e+01,     0,5.280429e+01,4.173287e+01,1.112864e+02,8.408636e+01,9.530038e+01,1.362965e+02,1.161596e+02,1.423693e+02,5.917199e+01,7.469141e+01,5.088751e+01,2.731714e+01,1.971397e+01,2.272117e+01,2.587989e+01,1.877211e+01,2.136000e+01,     0,3.187563e+01,     0,2.743436e+01,     0,3.504741e+00,1.309243e+02,1.983460e+02,1.978767e+02,1.314896e+02
14,1,146,0.2638672,0.1564453,0.2541016,0.2638672,0,0,0,-9.576888e+01,-2.559122e+01,1.093039e+02,2.296946e+02,1.928038e+02,     0,1.353083e+02,     0,1.948113e+02,1.420343e+02,4.002028e+02,3.215807e+02,3.896314e+02,2.022117e+02,1.789349e+02,2.640537e+02,7.975186e+01,1.046541e+02,4.903616e+01,4.630528e+01,4.458599e+01,6.821321e+01,5.771435e+01,5.552775e+01,8.094170e+01,     0,     0,1.212973e+02,     0,1.459199e+02,7.551382e+01,2.953105e+02,4.850130e+02,4.893577e+02,2.886878e+02
18,1,147,0.1388672,0.2814453,0.1291016,0.1388672,0,0,0,-2.011323e+01,-3.851195e+01,4.829443e+01,3.714411e+00,2.712952e+00,     0,2.424218e+00,     0,7.394170e-01,7.188242e-01,2.036322e+00,1.739460e+00,1.621899e+00,4.874022e+00,4.498846e+00,4.628728e+00,2.489106e+00,2.427855e+00,1.965023e+00,8.396105e-01,4.428019e-01,4.274275e-01,9.313357e-01,4.987481e-01,1.826112e-01,     0,1.542881e+00,     0,1.732560e+00,     0,     0,4.185544e+00,5.731048e+00,5.473364e+00,3.809392e+00
12,1,148,0.1701172,0.1251953,0.2228516,0.1701172,0,0,0,-5.291056e+01,-3.326790e+01,9.099465e+01,9.766628e+01,7.808966e+01,     0,5.997131e+01,     0,7.110396e+01,6.492478e+01,1.363270e+02,1.306386e+02,1.437279e+02,6.336095e+01,6.104677e+01,7.868219e+01,3.025018e+01,2.920365e+01,2.601479e+01,9.941286e+00,1.243914e+01,1.996972e+01,1.379267e+01,1.644513e+01,2.686160e+01,     0,     0,5.164625e+01,     0,4.975782e+01,2.536465e+01,1.213191e+02,1.660224e+02,1.728539e+02,1.252905e+02
14,1,149,0.2951172,0.2501953,0.09785156,0.2951172,0,0,0,-8.989747e+01,-2.333653e+01,1.052351e+02,2.762162e+02,3.203014e+02,     0,2.463836e+02,     0,1.318762e+02,1.134450e+02,3.748280e+02,2.632900e+02,2.709100e+02,6.214421e+02,5.202791e+02,5.977129e+02,1.920313e+02,2.818225e+02,2.056882e+02,1.234661e+02,8.639366e+01,7.939844e+01,9.783426e+01,6.617146e+01,4.324790e+01,     0,2.755573e+02,     0,2.349244e+02,     0,1.128401e+01,4.125462e+02,7.184431e+02,7.024528e+02,4.291077e+02
12,1,150,0.2326172,0.06269531,0.1603516,0.2326172,0,0,0,-5.324314e+01,-3.397921e+01,8.317548e+01,3.018634e+02,2.347208e+02,     0,1.575578e+02,     0,2.088029e+02,1.868272e+02,4.561013e+02,4.595522e+02,4.792913e+02,2.526154e+02,2.601630e+02,2.817267e+02,1.139863e+02,1.075326e+02,9.355655e+01,3.090247e+01,5.270956e+01,5.710780e+01,5.220798e+01,6.293456e+01,6.866851e+01,     0,     0,1.821209e+02,     0,2.018255e+02,1.228003e+02,4.211117e+02,5.838517e+02,5.892601e+02,4.166956e+02
30,2,151,0.1076172,0.1876953,0.2853516,0.1076172,0,0,0,-9.821365e+01,-6.481189e+01,-1.300760e+02,     0,     0,     0,1.866684e+03,     0,9.433917e+03,1.857642e+03,2.189260e+03,5.983710e+02,     0,1.177252e+04,     0,2.023467e+03,7.268718e+03,1.901326e+03,9.130655e+03,7.835021e+03,     0,     0,3.819970e+03,     0,1.651872e+03,     0,3.196114e+03,1.613547e+04,1.084276e+03,     0,2.508225e+03,4.096724e+03,1.373754e+03,5.095868e+02,5.409953e+03
16,1,152,0.09199219,0.1720703,0.1134766,0.09199219,0,0,0,-8.707922e+00,-4.696250e+01,-3.369356e+01,1.950164e+00,1.147061e+00,     0,9.647341e-01,     0,4.275130e-01,4.694878e-01,5.866198e-01,1.011501e+00,1.037735e+00,1.332623e+00,1.511424e+00,1.603869e+00,9.312298e-01,7.631975e-01,7.014456e-01,9.124852e-02,1.167885e-01,1.774879e-01,3.831146e-01,3.023039e-01,2.424067e-01,     0,2.951561e-01,     0,3.447743e-01,     0,     0,1.715349e+00,2.134482e+00,2.261166e+00,1.600396e+00
14,1,153,0.2169922,0.2970703,0.2384766,0.2169922,0,0,0,-1.094332e+02,-1.819524e+01,1.195182e+02,4.763789e+01,4.976425e+01,     0,4.193421e+01,     0,2.755140e+01,1.859135e+01,6.463762e+01,3.895652e+01,4.643429e+01,8.144203e+01,6.391403e+01,8.748142e+01,3.420730e+01,4.612533e+01,2.482218e+01,2.054800e+01,1.172991e+01,1.389042e+01,1.747333e+01,1.042665e+01,1.352206e+01,     0,2.133944e+01,     0,1.775918e+01,     0,     0,6.462606e+01,1.122317e+02,1.108417e+02,6.443930e+01
10,1,154,0.2794922,0.1095703,0.1759766,0.2794922,0,0,0,-7.970030e+01,-2.871436e+01,1.000053e+02,3.241774e+02,2.696184e+02,     0,1.749284e+02,     0,2.425579e+02,1.910848e+02,5.451467e+02,4.814210e+02,5.346142e+02,3.442998e+02,3.294917e+02,3.956781e+02,1.344282e+02,1.606261e+02,1.033856e+02,5.873354e+01,7.445051e+01,8.468292e+01,8.209755e+01,8.476502e+01,8.516845e+01,     0,2.284538e+01,1.634331e+02,8.577456e+00,1.986690e+02,1.282311e+02,4.624487e+02,7.153617e+02,7.186794e+02,4.533553e+02
13,1,155,0.1544922,0.2345703,0.05097656,0.1544922,0,0,0,-3.344966e+01,-4.250608e+01,6.542309e+01,1.088059e+02,1.219306e+02,     0,1.103089e+02,     0,3.002301e+01,3.392221e+01,9.055399e+01,7.304452e+01,6.472088e+01,2.188554e+02,2.045267e+02,1.852126e+02,1.008060e+02,1.028241e+02,1.097232e+02,3.774760e+01,2.094568e+01,1.441015e+01,2.402510e+01,1.067944e+01,     0,     0,9.677757e+01,     0,1.016914e+02,     0,     0,1.829294e+02,2.364126e+02,2.224253e+02,1.745439e+02
13,1,156,0.1232422,0.07832031,0.2697266,0.1232422,0,0,0,-2.696868e+01,-3.748896e+01,6.351996e+01,4.643938e+01,2.942479e+01,     0,2.435486e+01,     0,3.090092e+01,3.512451e+01,5.859368e+01,6.252579e+01,6.500778e+01,1.313041e+01,1.235206e+01,1.725442e+01,7.578420e+00,4.520704e+00,6.023533e+00,     0,9.488954e-01,7.621628e+00,2.729069e+00,4.423945e+00,1.182327e+01,     0,     0,3.794275e+01,     0,3.205073e+01,1.340698e+01,4.403210e+01,5.584119e+01,6.214802e+01,4.981524e+01
13,1,157,0.2482422,0.2033203,0.1447266,0.2482422,0,0,0,-8.124451e+01,-2.544238e+01,1.049928e+02,1.969141e+02,2.234610e+02,     0,1.693503e+02,     0,1.159602e+02,9.532741e+01,2.694512e+02,2.086594e+02,2.245475e+02,3.656976e+02,3.154077e+02,3.684961e+02,1.383578e+02,1.812446e+02,1.290409e+02,6.701820e+01,5.298560e+01,5.576403e+01,6.337215e+01,4.801898e+01,4.212951e+01,     0,1.198480e+02,     0,9.848076e+01,3.274385e-01,1.823830e+01,3.135518e+02,4.914748e+02,4.910559e+02,3.200586e+02
15,1,158,0.1857422,0.1408203,0.08222656,0.1857422,0,0,0,-4.345661e+01,-3.713918e+01,7.570517e+01,1.683067e+02,1.985158e+02,     0,1.592591e+02,     0,8.445239e+01,9.018139e+01,1.934369e+02,1.836035e+02,1.759685e+02,2.970406e+02,2.881244e+02,2.793528e+02,1.335487e+02,1.428573e+02,1.435483e+02,4.206073e+01,3.810940e+01,3.199485e+01,3.782627e+01,3.538112e+01,2.189924e+01,     0,1.022461e+02,     0,9.381920e+01,     0,1.118873e+01,2.997850e+02,3.958467e+02,3.929225e+02,3.007099e+02
19,1,159,0.06074219,0.2658203,0.2072266,0.06074219,0,0,0,-1.035578e+02,-5.781686e+01,-1.734249e+02,1.691832e+00,4.738680e-01,     0,3.509120e-01,     0,2.687708e-01,2.130299e-01,     0,4.110538e-01,5.384417e-01,4.132765e-01,3.706436e-01,7.063713e-01,3.509588e-01,3.635574e-01,1.784290e-01,     0,5.469691e-02,1.145348e-01,4.781682e-01,1.603733e-01,2.097019e-01,     0,     0,3.688632e-02,6.992645e-02,4.909314e-02,     0,5.755911e-01,9.941063e-01,9.686404e-01,5.275377e-01
16,1,160,0.06464844,0.06660156,0.1330078,0.06464844,0,0,0,-6.345234e+00,-3.402494e+01,1.330530e+01,5.102506e+00,3.327222e+00,     0,2.802688e+00,     0,3.050823e+00,3.324533e+00,4.476015e+00,5.574558e+00,5.561698e+00,2.293680e+00,2.635514e+00,2.919741e+00,1.801791e+00,1.270450e+00,1.651764e+00,1.775496e-01,3.729623e-01,6.348650e-01,4.587993e-01,5.923257e-01,9.016273e-01,     0,     0,2.076133e+00,     0,1.840350e+00,1.040577e+00,5.831549e+00,6.708736e+00,7.120931e+00,6.009461e+00
20,1,161,0.1896484,0.1916016,0.2580078,0.1896484,0,0,0,-1.002410e+02,-3.797185e+01,-1.899805e+01,1.386666e+02,1.334700e+02,     0,6.634857e+01,     0,1.434950e+02,6.331359e+01,1.624580e+02,7.243140e+01,1.279341e+02,1.311714e+02,3.442700e+01,1.174074e+02,6.150113e+01,5.589322e+01,6.150700e+01,2.772489e+01,1.062726e+01,4.262745e+01,2.501054e+01,     0,1.787174e+01,     0,3.001849e+01,3.574913e+01,2.097028e+01,6.602725e+01,2.777801e+01,1.795479e+02,2.289296e+02,1.855130e+02,1.128591e+02
13,1,162,0.2521484,0.1291016,0.1955078,0.2521484,0,0,0,-7.754109e+01,-2.893404e+01,1.011936e+02,2.566002e+02,2.114314e+02,     0,1.449727e+02,     0,1.974373e+02,1.555703e+02,4.154353e+02,3.618966e+02,4.092507e+02,2.473838e+02,2.305810e+02,2.873805e+02,1.009965e+02,1.211786e+02,7.603114e+01,4.622682e+01,5.204793e+01,6.544186e+01,6.071871e+01,5.950919e+01,7.004729e+01,     0,     0,1.208818e+02,     0,1.454382e+02,8.934040e+01,3.562221e+02,5.403166e+02,5.397410e+02,3.481670e+02
17,1,163,0.1271484,0.2541016,0.07050781,0.1271484,0,0,0,-2.839725e+01,-4.150293e+01,6.321271e+01,4.457762e+01,4.771289e+01,     0,4.425107e+01,     0,1.081885e+01,1.139895e+01,3.346593e+01,2.566321e+01,2.265491e+01,8.574869e+01,8.007731e+01,7.246311e+01,4.347733e+01,4.183522e+01,4.321657e+01,1.542411e+01,7.649172e+00,5.175429e+00,1.017330e+01,3.559393e+00,     0,     0,3.541450e+01,     0,3.919030e+01,     0,     0,7.320923e+01,9.247546e+01,8.594690e+01,6.831368e+01
20,1,164,0.1583984,0.1603516,0.2892578,0.1583984,0,0,0,-5.335679e+01,-3.834816e+01,9.047875e+01,7.987605e+00,5.825132e+00,     0,4.717831e+00,     0,5.324595e+00,4.977088e+00,9.838381e+00,9.642755e+00,1.094884e+01,3.526050e+00,3.344652e+00,5.363405e+00,1.710110e+00,1.554069e+00,1.371962e+00,6.206662e-01,7.550402e-01,1.707015e+00,9.578281e-01,1.222481e+00,2.519865e+00,     0,     0,4.227388e+00,     0,3.589259e+00,1.352633e+00,7.743346e+00,1.121605e+01,1.222195e+01,8.312984e+00
14,1,165,0.2833984,0.2853516,0.1642578,0.2833984,0,0,0,-1.322146e+02,-2.453659e+01,1.071927e+02,3.535509e+02,3.434205e+02,     0,1.727576e+02,     0,1.224025e+02,1.544510e+02,3.287870e+02,1.095220e+02,3.423111e+02,4.266424e+02,2.163943e+02,4.712108e+02,1.588521e+02,3.610152e+02,1.693479e+02,4.950618e+01,     0,7.865817e+01,1.361049e+02,1.795772e+01,5.372850e+01,     0,2.235136e+02,2.746616e+01,1.299053e+02,9.129470e+01,5.929886e+01,3.022588e+02,5.516587e+02,6.179173e+02,4.601722e+02
30,2,166,0.2208984,0.09785156,0.1017578,0.2208984,0,0,0,-2.064742e+02,1.281623e+02,-2.137450e+01,     0,1.598584e+03,     0,1.222447e+03,     0,6.450582e+02,1.324562e+03,     0,3.309225e+03,6.362396e+03,     0,     0,     0,3.024117e+03,1.521256e+03,     0,2.456167e+02,2.724573e+02,3.849390e+02,     0,     0,1.895963e+04,     0,     0,1.000427e+04,     0,9.318694e+02,     0,3.664481e+03,1.636491e+03,5.124687e+02,1.208202e+02
23,1,167,0.09589844,0.2228516,0.2267578,0.09589844,0,0,0,-4.474471e+01,-4.797324e+01,-1.173463e+02,1.351975e+00,3.894041e-01,     0,3.519687e-01,     0,2.919900e-01,2.627184e-01,     0,4.589955e-01,6.047932e-01,2.868940e-01,3.309640e-01,6.215092e-01,1.808567e-01,2.532864e-01,1.325081e-01,     0,3.723979e-02,1.217365e-01,2.182272e-01,1.731486e-01,2.082666e-01,     0,     0,     0,     0,7.146391e-02,3.793626e-02,5.595531e-01,8.626353e-01,9.776814e-01,5.134378e-01
13,1,168,0.1115234,0.1134766,0.05488281,0.1115234,0,0,0,-2.115069e+01,-3.436510e+01,4.857134e+01,9.018171e+01,1.092641e+02,     0,9.588338e+01,     0,4.447187e+01,5.178426e+01,8.826987e+01,8.712707e+01,8.090483e+01,1.486342e+02,1.495958e+02,1.364818e+02,8.589634e+01,8.347807e+01,9.177563e+01,1.965251e+01,1.606786e+01,1.234283e+01,1.622690e+01,1.411480e+01,8.148025e+00,     0,5.206656e+01,     0,5.132219e+01,     0,     0,1.707315e+02,2.012626e+02,1.980999e+02,1.687129e+02
17,1,169,0.2365234,0.2384766,0.1798828,0.2365234,0,0,0,-9.094294e+01,-2.196117e+01,1.113249e+02,1.430482e+02,1.602268e+02,     0,1.251415e+02,     0,8.357329e+01,6.445893e+01,1.938908e+02,1.361204e+02,1.540783e+02,2.575810e+02,2.133370e+02,2.656272e+02,1.010997e+02,1.349093e+02,8.684574e+01,5.393975e+01,3.683072e+01,4.081511e+01,4.847868e+01,3.279631e+01,3.476334e+01,     0,7.816938e+01,     0,6.507494e+01,     0,5.663474e+00,2.149039e+02,3.480083e+02,3.460932e+02,2.174475e+02
26,1,170,0.2990234,0.05097656,0.2423828,0.2990234,0,0,0,-7.941394e+01,-3.078381e+01,9.762293e+01,3.927175e+02,3.069574e+02,     0,1.867823e+02,     0,3.094416e+02,2.204606e+02,6.999210e+02,6.489068e+02,7.408139e+02,2.947353e+02,2.955661e+02,3.862215e+02,1.210161e+02,1.245844e+02,5.918167e+01,3.696043e+01,6.825590e+01,9.428295e+01,8.190113e+01,9.932618e+01,1.335838e+02,     0,     0,3.275484e+02,     0,3.698428e+02,1.864254e+02,4.938079e+02,7.798387e+02,8.038625e+02,4.754416e+02
13,1,171,0.1740234,0.1759766,0.1173828,0.1740234,0,0,0,-4.909629e+01,-3.429320e+01,8.520148e+01,1.114675e+02,1.295010e+02,     0,1.043123e+02,     0,5.425126e+01,5.380426e+01,1.242046e+02,1.078062e+02,1.087786e+02,1.890028e+02,1.758525e+02,1.810189e+02,8.638858e+01,9.578194e+01,8.728428e+01,3.112173e+01,2.392629e+01,2.146923e+01,2.698277e+01,2.155252e+01,1.648052e+01,     0,5.789783e+01,     0,5.529215e+01,     0,1.239631e+00,1.867265e+02,2.517372e+02,2.479152e+02,1.852815e+02
