1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
3.094838e+02,1.795159e+02,     0,1.514849e+02,     0,1.999432e+02,2.261181e+02,4.767976e+02,4.467621e+02,4.394039e+02,1.661771e+02,1.569949e+02,1.689284e+02,6.578314e+01,6.194125e+01,6.230253e+01,3.193797e+01,4.645467e+01,6.672564e+01,5.652295e+00,1.721238e+01,4.211534e+01,     0,     0,2.470328e+02,     0,2.458481e+02,1.213603e+02,3.149019e+02,4.731739e+02,4.822934e+02,3.414664e+02
1.324780e+04,4.309382e+05,     0,2.186807e+05,     0,1.573147e+05,8.057265e+04,2.565432e+04,6.263257e+04,3.846664e+05,2.257494e+04,4.632092e+04,6.888641e+05,9.825791e+04,1.548995e+05,1.351895e+05,2.022668e+04,1.831383e+05,1.634377e+05,3.867656e+04,1.860213e+05,2.302382e+05,     0,1.173908e+05,7.117355e+04,2.729409e+05,1.686131e+05,2.890765e+05,9.414022e+04,5.818855e+04,3.089411e+05,2.569651e+05
3.211954e+02,2.382351e+02,     0,1.836129e+02,     0,1.909768e+02,2.240149e+02,4.496522e+02,4.841505e+02,4.432532e+02,3.138658e+02,3.394742e+02,3.016985e+02,1.426804e+02,1.297289e+02,1.597410e+02,4.285382e+01,6.824811e+01,5.278674e+01,3.771680e+01,5.637862e+01,3.548805e+01,     0,2.925149e+01,1.646383e+02,1.476621e+01,1.808588e+02,1.295079e+02,4.838019e+02,6.289077e+02,6.287870e+02,4.914827e+02
1.466162e+00,1.230379e+01,     0,2.192163e+01,     0,9.799456e+00,2.029940e+01,     0,3.314822e+00,1.055304e+01,8.627030e-01,7.884249e+00,4.115945e+00,1.306443e+00,9.938316e+00,2.182843e+01,     0,3.642405e+00,1.348912e+01,9.239750e-01,9.111386e+00,5.455650e+00,     0,     0,3.846411e+00,     0,1.676460e+01,2.153128e+01,4.835917e+00,4.215285e+00,1.028750e+01,1.876333e+01
1.368018e+02,8.193394e+01,     0,7.226666e+01,     0,9.088875e+01,1.103672e+02,1.826301e+02,1.796480e+02,1.720118e+02,6.512132e+01,6.133887e+01,6.490173e+01,2.858686e+01,2.499095e+01,3.323015e+01,1.207077e+01,1.599461e+01,2.603801e+01,1.124438e+00,5.227612e+00,1.778299e+01,     0,     0,9.480528e+01,     0,8.751572e+01,4.477904e+01,1.453272e+02,1.921003e+02,1.992092e+02,1.593300e+02
1.492090e+00,6.444458e-01,     0,4.736286e-01,     0,2.712068e-01,2.279297e-01,2.702099e-01,3.708509e-01,6.605105e-01,7.624123e-01,6.892761e-01,1.040433e+00,4.950357e-01,5.185310e-01,2.635919e-01,     0,     0,1.069213e-01,4.306463e-01,2.253366e-01,2.639370e-01,     0,1.715182e-01,     0,1.470643e-01,     0,     0,8.143215e-01,1.230360e+00,1.356537e+00,7.486015e-01
3.654193e+02,3.350122e+02,     0,2.386402e+02,     0,1.986042e+02,2.274889e+02,5.334904e+02,5.664261e+02,5.210374e+02,4.973873e+02,5.316922e+02,4.899269e+02,2.035798e+02,1.868016e+02,2.255451e+02,5.566009e+01,9.212025e+01,6.513100e+01,6.634471e+01,9.163064e+01,4.992761e+01,     0,1.381292e+02,1.488859e+02,1.136545e+02,1.753665e+02,1.378730e+02,6.056317e+02,8.309925e+02,8.292573e+02,6.078174e+02
2.254308e+00,1.212642e+00,     0,1.006506e+00,     0,8.622503e-01,7.770489e-01,1.183327e+00,1.615133e+00,1.729299e+00,1.207903e+00,1.305382e+00,1.616625e+00,7.469935e-01,7.199602e-01,5.519340e-01,1.288293e-01,2.159213e-01,3.110481e-01,3.798975e-01,3.690080e-01,4.131573e-01,     0,     0,2.014656e-01,     0,2.150900e-01,1.570293e-01,1.896214e+00,2.574282e+00,2.752427e+00,1.820030e+00
2.716160e+02,1.881963e+02,     0,1.495675e+02,     0,1.734197e+02,1.915659e+02,3.796222e+02,3.907198e+02,3.705013e+02,2.220868e+02,2.284478e+02,2.161056e+02,9.866305e+01,9.370485e+01,1.076566e+02,3.602192e+01,5.130393e+01,4.867918e+01,2.638491e+01,3.649737e+01,3.371765e+01,     0,     0,1.477818e+02,     0,1.591327e+02,1.025673e+02,3.741393e+02,4.918839e+02,4.902114e+02,3.792916e+02
1.678453e+02,2.137239e+02,     0,1.022518e+02,     0,6.447885e+01,6.329394e+01,1.629630e+02,5.837929e+01,1.186234e+02,2.578337e+02,1.530364e+02,2.443694e+02,1.313908e+02,1.207713e+02,1.115856e+02,3.193868e+01,3.282916e+00,3.568023e+00,5.336770e+01,5.869191e+00,1.345284e+01,     0,8.651030e+01,     0,1.015775e+02,     0,1.358416e-01,2.641987e+02,3.405207e+02,2.701508e+02,2.322879e+02
2.948417e+02,2.130841e+02,     0,1.633676e+02,     0,2.111770e+02,1.861402e+02,4.746659e+02,4.178332e+02,4.448532e+02,2.686687e+02,2.501918e+02,2.916838e+02,9.930687e+01,1.184678e+02,8.749141e+01,5.619597e+01,6.811151e+01,7.580835e+01,5.180786e+01,5.227270e+01,6.046746e+01,     0,     0,1.508482e+02,     0,1.769234e+02,1.051610e+02,3.839794e+02,5.875799e+02,5.831411e+02,3.807179e+02
1.365931e+00,3.210044e-01,     0,3.758126e-01,     0,3.590094e-01,3.171160e-01,     0,4.984563e-01,6.197085e-01,2.232303e-01,2.810478e-01,6.133840e-01,1.021274e-01,1.858358e-01,7.640925e-02,     0,7.497173e-02,1.529116e-01,1.574185e-01,1.584228e-01,2.203932e-01,     0,     0,     0,     0,1.064597e-01,4.851007e-02,4.996100e-01,8.689647e-01,9.963902e-01,4.400760e-01
8.219481e+01,1.006427e+02,     0,8.546527e+01,     0,4.956145e+01,5.427445e+01,8.554982e+01,9.218645e+01,8.654960e+01,1.230742e+02,1.307508e+02,1.208747e+02,8.125941e+01,7.404803e+01,8.033887e+01,1.305005e+01,1.345769e+01,1.075956e+01,1.528088e+01,1.626847e+01,1.223148e+01,     0,3.751644e+01,     0,3.566645e+01,     0,4.486589e+00,1.635494e+02,1.878419e+02,1.877365e+02,1.626206e+02
1.295687e+02,1.487774e+02,     0,1.098295e+02,     0,8.435926e+01,6.499688e+01,1.804936e+02,1.396234e+02,1.585146e+02,2.149233e+02,1.862184e+02,2.299836e+02,9.263538e+01,1.166296e+02,7.628747e+01,3.944524e+01,3.016155e+01,3.534570e+01,4.275537e+01,3.369267e+01,3.568745e+01,     0,5.485976e+01,1.655826e+00,4.518831e+01,4.623209e+00,1.155059e+01,2.066526e+02,3.183071e+02,3.185535e+02,2.078645e+02
1.924345e+02,2.822770e+02,     0,1.808285e+02,     0,7.501364e+01,7.435920e+01,2.110496e+02,1.862138e+02,1.860153e+02,4.424786e+02,4.359753e+02,4.648771e+02,2.076749e+02,2.012528e+02,1.764691e+02,4.979318e+01,2.716549e+01,1.631572e+01,7.306332e+01,5.659747e+01,3.364508e+01,     0,2.194599e+02,     0,2.117057e+02,     0,     0,3.508605e+02,5.140405e+02,5.062537e+02,3.341232e+02
6.510266e+01,7.317861e+02,     0,3.253450e+02,     0,1.406375e+02,3.626589e+02,2.228055e+02,3.768223e+02,1.521937e+03,9.625225e+01,7.375293e+02,1.505032e+03,7.407972e+01,3.835762e+02,1.159163e+03,4.054678e+01,2.038478e+02,1.791329e+03,5.248252e+01,8.966941e+02,1.386648e+03,     0,     0,8.635370e+01,     0,4.982970e+02,4.220294e+02,1.570326e+02,2.999914e+02,9.558846e+02,2.805225e+02
